root_x,root_y,root_z,lhipjoint_x,lhipjoint_y,lhipjoint_z,lfemur_x,lfemur_y,lfemur_z,ltibia_x,ltibia_y,ltibia_z,lfoot_x,lfoot_y,lfoot_z,ltoes_x,ltoes_y,ltoes_z,rhipjoint_x,rhipjoint_y,rhipjoint_z,rfemur_x,rfemur_y,rfemur_z,rtibia_x,rtibia_y,rtibia_z,rfoot_x,rfoot_y,rfoot_z,rtoes_x,rtoes_y,rtoes_z,lowerback_x,lowerback_y,lowerback_z,upperback_x,upperback_y,upperback_z,thorax_x,thorax_y,thorax_z,lowerneck_x,lowerneck_y,lowerneck_z,upperneck_x,upperneck_y,upperneck_z,head_x,head_y,head_z,lclavicle_x,lclavicle_y,lclavicle_z,lhumerus_x,lhumerus_y,lhumerus_z,lradius_x,lradius_y,lradius_z,lwrist_x,lwrist_y,lwrist_z,lhand_x,lhand_y,lhand_z,lfingers_x,lfingers_y,lfingers_z,lthumb_x,lthumb_y,lthumb_z,rclavicle_x,rclavicle_y,rclavicle_z,rhumerus_x,rhumerus_y,rhumerus_z,rradius_x,rradius_y,rradius_z,rwrist_x,rwrist_y,rwrist_z,rhand_x,rhand_y,rhand_z,rfingers_x,rfingers_y,rfingers_z,rthumb_x,rthumb_y,rthumb_z
10.6385,16.0605,34.8776,9.264214378952737,14.360994895957234,34.534673255625016,9.602827768713816,7.655743146807994,34.72495094870239,10.252709723798688,1.0609587443942132,36.88933301150378,10.299990138816833,0.5142181851894355,35.16532948577802,10.318973169436546,0.28774581753837347,34.27762885335737,11.975928009515938,14.411171142802054,34.09316017589387,12.071325313968684,7.829072967194865,31.49778310533659,12.561966857532381,0.6437299309701654,32.12392959605421,12.275206820160584,0.4754673374703891,30.167155663014206,12.121945514446177,0.5524500385541528,29.182133500386094,10.517963320015681,18.143505282932647,35.110520534728785,10.369508991860139,20.23292544941519,35.22065358416601,10.308385493804053,22.317923129260034,34.94308306558981,10.175074184156982,23.66493678716691,34.602029282326235,10.1894327279378,25.038656689054278,34.362500711860186,10.371394399306135,26.42831197072748,34.27366618001084,7.49525786015033,23.461603067514954,35.214962448657104,7.6456361541546505,18.712729571895885,35.65891480398262,7.403097442334472,15.777542996434626,35.176486722191534,7.281828086406613,14.309949708699204,34.93527268133409,6.989421865950338,13.374614281525034,34.77946587103239,6.823661502802402,12.594277116308144,34.71940747756127,7.5279902000136705,13.189285574541183,34.88129350656814,13.52083871679377,23.383819644166568,34.42825437947706,13.490914895596655,18.85161905704212,35.32684631878755,14.04589197618711,16.0004622595958,34.79298830508455,14.323380516496941,14.57488386086851,34.52605929827027,14.58761218696499,13.62749579215226,34.405099530116736,14.72442546254694,12.841279352463536,34.36713409921277,14.035736556999195,13.466238444758467,34.46258914476009
10.6351,16.0609,34.8775,9.257474558010522,14.363116269411197,34.53948244923737,9.600215996316072,7.658391655931102,34.740633664843294,10.253940370751804,1.0610760073874044,36.89612624413707,10.30291290795696,0.5160143131816779,35.17163841479528,10.32290343187141,0.2885756752607783,34.28420698279881,11.968462810539101,14.408309412442053,34.093004516996146,12.06479219540796,7.8267282241861835,31.49635111513249,12.566800334285828,0.642909321470003,32.130919394996376,12.274453756202414,0.4746863995901023,30.174968891720106,12.118656182585767,0.5413726297252511,29.18959379170513,10.5102989081177,18.143171099119357,35.11469998457536,10.360404641593295,20.23241232553709,35.22626796802059,10.305219455216879,22.316755107293194,34.94260167974953,10.174767143055991,23.66271707180593,34.59633015726643,10.189314866026658,25.036198783583664,34.35545088489344,10.37069390037455,26.425942241235333,34.266804432106575,7.4957152318995375,23.469556243050263,35.21342421184253,7.652199864571346,18.720676281908524,35.65519165847483,7.408739896290516,15.785438449479013,35.17354009923391,7.287009912132382,14.317819533259424,34.93271431965186,6.995174313886088,13.38187965767042,34.77948881882491,6.830059707490767,12.6012570265939,34.72139342621854,7.534177047157523,13.197298771789828,34.88037628805804,13.520382813911027,23.37161295045932,34.42198745207901,13.493862939048768,18.838806015029792,35.31762301008197,14.054031614313022,15.988928400973865,34.78235890465774,14.33411595195996,14.563989593941749,34.51472685198324,14.599425592297763,13.616898407648783,34.393801777966274,14.737403220290497,12.83086703650985,34.356219945720525,14.04807727112702,13.454782557169752,34.453868088219934
10.6332,16.0639,34.8765,9.254888279996463,14.366345927656523,34.5401307195012,9.599284434513677,7.661985155936675,34.75037719165966,10.253370504022637,1.0625875190366285,36.89937691883364,10.302671384737843,0.5179603746618512,35.174761155769424,10.322661350856087,0.2924120610429534,34.28684738684856,11.96567292266381,14.410447203160537,34.09230936217089,12.060237259594599,7.830791964495625,31.49071490801531,12.56894313207622,0.6475645431639734,32.126643558937,12.275146741535144,0.479551421332947,30.17089226691973,12.118749509697889,0.5408775928432806,29.18526402487026,10.506362803182212,18.146172840425244,35.11260213674612,10.355642224444027,20.235421692189963,35.22290694523169,10.302378207701048,22.31960043059199,34.937672426512464,10.174903687195705,23.665921880798646,34.59168950456219,10.189118336033966,25.039611106661194,34.35197649448969,10.368655666407813,26.429660590798445,34.26438537376231,7.4943541209992315,23.475573396677486,35.21031965923627,7.652501868467509,18.7273808809418,35.65883267575012,7.411172641070061,15.792364446353274,35.17476569040718,7.290508027353664,14.32485622905418,34.9327321977738,6.999454215532721,13.389054629736648,34.77719259971515,6.834985430966658,12.608441158203252,34.71717404425152,7.53860046473407,13.204670170077172,34.87767790765703,13.518144906055957,23.370662702011558,34.41312280085116,13.495259391004712,18.83894513717613,35.31435375691231,14.055778827556969,15.990630669648805,34.77119477675854,14.336038545847956,14.566473435880953,34.499615286718964,14.603403168513019,13.619578376713573,34.38171830029619,14.743091315452814,12.833732715193214,34.3466561521852,14.05241281585227,13.456455585342036,34.44235287973727
10.6315,16.0633,34.8762,9.252936335115988,14.365796464535839,34.54060904684343,9.598615692256132,7.661694786428812,34.756923908392494,10.253359862908452,1.0603294461835375,36.899670580131044,10.300552480527037,0.5146698450854506,35.17532221335289,10.319383282892524,0.28950691108310994,34.287285302186056,11.963683584732395,14.40937656976984,34.0925104052161,12.05642865741456,7.831728233596735,31.485780673438143,12.567470511896373,0.6487871626749682,32.123069379570936,12.274330050353655,0.48164015529449633,30.167145456674174,12.118026986208491,0.5477037086769618,29.18180846659549,10.504891014484217,18.146041236249786,35.10825857677897,10.354068111904116,20.235380856740008,35.216688326098506,10.300196689665563,22.31986955468938,34.93384289526575,10.17350572375242,23.666898268168538,34.590333903877536,10.187801661831848,25.040999831933544,34.353000822948104,10.367224410058755,26.431182556068507,34.26731011917179,7.492242361887909,23.475076106290867,35.210428505125996,7.6503243373192396,18.727743099221183,35.667972176845346,7.412512299199161,15.793251582984388,35.17900685163358,7.293606280121513,14.326005824861168,34.9345241890652,7.0026003726962935,13.390664738894664,34.776150782296185,6.83814226341526,12.610231764268944,34.71380094312593,7.541700221633936,13.205978907482772,34.876328488152396,13.515297389183687,23.37204620717277,34.40744812861392,13.494488087587985,18.84033392023499,35.30875595160464,14.053573966759451,15.99310906240661,34.75845366097227,14.333116906359972,14.569496633488185,34.48330251569302,14.601286534265224,13.622782537540251,34.3657811766152,14.741527659389856,12.837028215964985,34.33087975392829,14.05028710299201,13.459309787994439,34.42538328828586
10.6275,16.0616,34.8757,9.247732547634078,14.364766330652639,34.5416721645534,9.59590245815931,7.660912738633794,34.76165029496221,10.253882214297278,1.0578906031100832,36.898292263551696,10.299604971071231,0.5118210312689924,35.17403407938641,10.317941481960862,0.2837078956569339,34.28674006312651,11.958381914280372,14.406262720837855,34.09278428300054,12.053800715192827,7.8297006626824714,31.48341157580322,12.567605475952098,0.6471840290697957,32.12325731973661,12.272879022990951,0.4804648294842464,30.16753523548126,12.116128044488748,0.5385441373699535,29.181766525439134,10.502368069275423,18.144947256309422,35.10307256867624,10.351890750845696,20.234379888503017,35.21018214057874,10.29689632275154,22.319410859113944,34.9315815945859,10.167692969722255,23.66695407207768,34.59103913657628,10.182476810545493,25.041054838560477,34.35373133162168,10.364098977277273,26.430878944226524,34.26686494203685,7.488459715802488,23.472662198062103,35.21141093059769,7.648106949128458,18.726025708712378,35.67558934604272,7.413090428501455,15.792264945325304,35.18092063686165,7.295582168170449,14.325384563626928,34.93358628230812,7.005440561844472,13.390045708788477,34.773621923361894,6.841769216089719,12.609560542313176,34.7098708800226,7.544833774737337,13.20574560870296,34.8729242158032,13.511306020357072,23.37424626384452,34.40628907484296,13.493404311498171,18.841373988086957,35.301807656944085,14.052761696364634,15.994755262774053,34.74865291268775,14.332440388812564,14.571445900113345,34.47207554059635,14.600273312906905,13.625013825776897,34.35155314693324,14.740147676352953,12.839314206082,34.31404572876222,14.04910567110044,13.461623358284504,34.409805725504924
10.6225,16.0607,34.8747,9.241280533785156,14.364704607460448,34.54242039857057,9.592485814713335,7.661010518467906,34.76243416980292,10.253744633556703,1.0580963375924473,36.89839734320668,10.300129992095275,0.5124922549834341,35.174009504873226,10.318441630094958,0.2879793370506719,34.28579717938113,11.951585355873672,14.404161209073784,34.091273839838,12.051481126271133,7.827099600888869,31.483328170427004,12.566693804266803,0.6448930774484856,32.12551852492811,12.272881089788715,0.47954245421325475,30.169542782584582,12.116647058491742,0.536866384539102,29.18364779860267,10.497568669012912,18.144145163360132,35.101284397641045,10.347390276957697,20.233646612975758,35.20746702731425,10.293413969044687,22.318556906994736,34.92776643054439,10.161320760542498,23.666312531447797,34.58917885846206,10.176621677632708,25.040187157234257,34.35059791360942,10.360851301696751,26.42947927625623,34.26076317968687,7.485847859040483,23.473597834855838,35.208946579651055,7.649216626596588,18.72720817598598,35.67435248255783,7.416348254660824,15.794483626801593,35.17257449025124,7.299914068675561,14.328121352204507,34.92168549413462,7.0139732520552975,13.392372332235826,34.756636585494824,6.853885607237203,12.611509747812653,34.68855450076942,7.554336520044458,13.21003269752936,34.85427172997464,13.508066169944781,23.37123136769157,34.39963067765853,13.493585582879248,18.83748235797932,35.29076214940184,14.054099080158059,15.991747555270049,34.734239845789936,14.334355828812145,14.568880153911133,34.45597869402066,14.601891504024678,13.622535057031737,34.33412052221057,14.741505193034458,12.836843697199651,34.295485806186136,14.050655339318917,13.459247748571356,34.392008984273595
10.6195,16.0591,34.8733,9.238789389017779,14.36241340705002,34.542437289926475,9.589548112012483,7.658642384156591,34.76081320099451,10.252354599669124,1.057163100991235,36.900728250126214,10.300671231384511,0.5108829118846221,35.17660752015165,10.320065865069209,0.284831148780714,34.28880858450076,11.948339619064223,14.4037510669867,34.08694742370596,12.047732058175235,7.824265543686984,31.485103737175223,12.564414534215084,0.6422973280121145,32.12877668854152,12.272212883669281,0.47779937808129186,30.172487736388376,12.116506630120652,0.540985354753511,29.186867566179878,10.492086145752495,18.142024628860568,35.103262552771426,10.342079663687159,20.23154246395432,35.20936571197935,10.291826014263034,22.31582205106261,34.92432190264665,10.159496782238358,23.663100912519223,34.583933849434146,10.175541555047594,25.036816607939784,34.344488185219554,10.361548827561352,26.425811649143355,34.253727533711526,7.486470518773441,23.476719258628425,35.20344105412548,7.652532215888451,18.73032535514638,35.66784952545194,7.423324518215997,15.798875239653476,35.15702062522767,7.308720669362544,14.33315018190207,34.90160617515169,7.028281674493281,13.397417235400384,34.72728651414643,6.872825579385741,12.616336181753619,34.65142222634266,7.569784298524448,13.217340647046436,34.82278674527476,13.508224918812042,23.36124915167638,34.39243852205487,13.496613770667912,18.826761163457693,35.27984425583127,14.058571358344905,15.98243571640119,34.717602810116816,14.339550152198107,14.560272992868608,34.43648208729619,14.605512281684993,13.61362567517748,34.31353170900075,14.743868115369532,12.827753723642001,34.27405417828673,14.05406672782692,13.451145376150565,34.37169543182908
10.6164,16.0608,34.8729,9.239021183282736,14.360794519262155,34.545201541639045,9.586476048714387,7.6566598122148966,34.75761292064104,10.249833337034,1.0556822048561285,36.89890442784476,10.300356117309992,0.5081671120279221,35.1752387104746,10.321421743213122,0.2759062227724262,34.28908205373238,11.947491994499151,14.408499122891666,34.083950628269086,12.043403500239684,7.827044265267752,31.486961579865532,12.563804458612717,0.6451336421677816,32.12827721561718,12.271804115610129,0.4809603368944642,30.171930934931783,12.115762659632958,0.5519242391919092,29.186893263798723,10.488106705799172,18.14371440849242,35.1024658358795,10.3398462067398,20.23339469875541,35.2078210309837,10.291730827989934,22.317570723208398,34.921653231993766,10.160550569327912,23.664734174529602,34.5803648523094,10.177393195494231,25.038219725876523,34.3396570649914,10.36417183419586,26.427020316815074,34.24751541039488,7.487341496589371,23.48129324400802,35.198708561919936,7.654129913051052,18.735241754399446,35.66634483576793,7.430263241035764,15.805019487213249,35.1461878482661,7.318329905011001,14.339908353615163,34.88610935455065,7.039333143736895,13.404687299162209,34.706799824041354,6.885059423952965,12.623785054205104,34.62679417898438,7.581073110183776,13.224915398211019,34.801525924691575,13.50940144729452,23.359645406994286,34.390884162145035,13.49999341179767,18.824670328195666,35.2758234786767,14.063466978368169,15.981497257564177,34.70928711390191,14.345203761668131,14.559910722244066,34.42601893155106,14.60976694861551,13.61306929235087,34.30155439569424,14.746988144169004,12.827060741913797,34.2608550285409,14.058115023201811,13.451287373745544,34.35971286928145
10.6123,16.0648,34.8753,9.237760731331258,14.361615861810426,34.552216560004474,9.584168310055848,7.657106173923469,34.75424943383789,10.247778577198364,1.054841924770801,36.891491998767066,10.298355366679607,0.5072222387714188,35.167861092421276,10.319975776542504,0.2696446513411628,34.28312839302039,11.94535439582557,14.414079550494272,34.0863556592376,12.036304684693427,7.831914891513282,31.49098754962013,12.565662936585522,0.6503405974460907,32.12872856310319,12.27228257727939,0.48857173389139386,30.1723884485047,12.115379837998915,0.5608908244848045,29.187586181800352,10.485329843493224,18.14832693346954,35.09999128222733,10.339301007591047,20.238281962690134,35.20298721977345,10.291054024082598,22.322671038791192,34.91839767715362,10.159602909323576,23.670079368139092,34.5781818906616,10.176344534020961,25.043344834540257,34.33621464187998,10.363027208597654,26.43202258968691,34.24204937677636,7.486469155738083,23.485897447397797,35.195557057119714,7.654728617251742,18.740145676531757,35.66570138116604,7.436505845917255,15.811103961936883,35.13657420379351,7.327394460232904,14.346583104634412,34.872010615142166,7.047863608554177,13.411772767390046,34.69139594916556,6.893038474296024,12.631079773857008,34.610419238400254,7.589304172958275,13.23144409940383,34.786770129071776,13.50876712793897,23.365476820418007,34.389324762038704,13.499729478395455,18.82986645150823,35.27100609490724,14.063046781667548,15.986829431808454,34.70363219451098,14.344705433318316,14.565310921954184,34.419945244349414,14.609889471402996,13.618734199358837,34.29479042773513,14.74763765630926,12.832846919822481,34.25353321292395,14.058357970081573,13.456537832534714,34.35294126714622
10.608,16.0654,34.8801,9.233409291509822,14.361341304403076,34.56188361923796,9.58321467313053,7.656894411450308,34.76011001062529,10.248363642345256,1.053110470032892,36.89217288199458,10.297964374759259,0.5074038825677816,35.16790697408482,10.318519008868194,0.2764002312369036,34.28140975375672,11.940526923999837,14.413275848623615,34.09320548183274,12.0282573254434,7.832218966001034,31.49491895764967,12.56815555211836,0.6513132151240457,32.131350888170424,12.272580865565471,0.4926272578616268,30.17508858058832,12.115000447056767,0.5543776507171666,29.189675304014067,10.482384305573778,18.14945794823061,35.10058864182976,10.337371096682046,20.239596664229317,35.20126597473339,10.288690861164428,22.323933792605622,34.91636990649513,10.15623545107003,23.670656422323184,34.57383654185861,10.172619778957898,25.043624700973353,34.3301643597973,10.359247552273514,26.432242643608916,34.235013377689334,7.483762969971847,23.486527309125698,35.19271230983825,7.655148793548821,18.740807422753633,35.66204850284872,7.441393823353568,15.813054464712636,35.124039633963626,7.334516338238812,14.34917798568703,34.85503519955568,7.056854012437083,13.414295684188568,34.67192802765815,6.903450590176801,12.633524158933978,34.58902558242005,7.598394266142524,13.23464157934215,34.76800257826263,13.50627696382686,23.36743570703522,34.387897491920015,13.497939475847103,18.831842927689543,35.26967620375283,14.059250881598663,15.988742651944314,34.700633718317334,14.339906584489166,14.567192514067315,34.41611247563602,14.605978786943377,13.620929891402866,34.29046843094879,14.744480375901063,12.835195359511026,34.24882600540818,14.054620249804067,13.458171402828903,34.34868808425266
